id,speed
0,48.13425827026367
1,48.27764892578125
2,35.814002990722656
3,23.302536010742188
4,36.22343063354492
5,24.577014923095703
6,18.635616302490234
7,49.53633499145508
8,49.44535446166992
9,36.274105072021484
10,22.65345001220703
11,25.08334732055664
12,23.616153717041016
13,27.75571060180664
14,25.518632888793945
15,42.8389892578125
16,41.97215270996094
17,46.19674301147461
18,49.00119400024414
19,48.704097747802734
20,46.314571380615234
21,43.49733352661133
22,22.01580047607422
23,28.933277130126953
24,26.887332916259766
25,19.226985931396484
26,19.149120330810547
27,17.530330657958984
28,15.318268775939941
29,12.88581371307373
30,26.407072067260742
31,47.45400619506836
32,48.57363510131836
33,29.21418571472168
34,20.55401611328125
35,17.233287811279297
36,17.013206481933594
37,18.927425384521484
38,44.474143981933594
39,41.58003234863281
40,46.36601638793945
41,48.0667839050293
42,49.084407806396484
43,41.72004699707031
44,18.259902954101562
45,20.089494705200195
46,19.661481857299805
47,17.585926055908203
48,41.510498046875
49,49.968997955322266
50,48.61831283569336
51,20.92218780517578
52,21.60504913330078
53,17.268207550048828
54,18.278228759765625
55,16.733816146850586
56,12.682579040527344
57,11.669328689575195
58,25.24419593811035
59,35.86042785644531
60,43.05052185058594
61,41.83314514160156
62,40.170249938964844
63,41.455299377441406
64,42.928977966308594
65,48.81293869018555
66,48.069400787353516
67,47.00189971923828
68,44.438438415527344
69,30.198936462402344
70,26.25391387939453
71,24.897029876708984
72,17.978641510009766
73,14.78659725189209
74,13.905655860900879
75,6.327907562255859
76,40.493839263916016
77,34.557891845703125
78,39.93439483642578
79,46.46043014526367
80,16.838403701782227
81,17.6408748626709
82,24.84750747680664
83,17.971853256225586
84,16.770627975463867
85,17.576642990112305
86,27.634931564331055
87,41.06554412841797
88,41.64004135131836
89,40.07569885253906
90,48.628177642822266
91,47.41322708129883
92,46.67698669433594
93,45.85057067871094
94,29.635601043701172
95,15.678326606750488
96,27.552936553955078
97,18.66886329650879
98,14.748723030090332
99,17.855712890625
100,40.298038482666016
101,47.671199798583984
102,19.398666381835938
103,17.336776733398438
104,14.511222839355469
105,38.80702209472656
106,32.25263977050781
107,49.27450180053711
108,42.968536376953125
109,10.429619789123535
110,14.423020362854004
111,15.231097221374512
112,32.3719482421875
113,37.78984832763672
114,43.4342041015625
115,48.943424224853516
116,47.969581604003906
117,44.80529022216797
118,26.836536407470703
119,24.11515998840332
120,17.92527198791504
121,16.097930908203125
122,33.703067779541016
123,47.5125846862793
124,46.26062774658203
125,44.40275955200195
126,43.40180969238281
127,38.35343933105469
128,46.853538513183594
129,32.453330993652344
130,48.85538864135742
131,46.457183837890625
132,44.98815155029297
133,29.208576202392578
134,22.753231048583984
135,23.548402786254883
136,40.734859466552734
137,46.72494888305664
138,49.16440963745117
139,47.6341552734375
140,46.049346923828125
141,43.61292266845703
142,26.650039672851562
143,14.352269172668457
144,21.337295532226562
145,17.810453414916992
146,15.891400337219238
147,47.89963150024414
148,48.10786056518555
149,48.56338119506836
150,48.04351043701172
151,15.195937156677246
152,15.858898162841797
153,15.36361312866211
154,11.491768836975098
155,28.924503326416016
156,39.99978256225586
157,42.513282775878906
158,31.861297607421875
159,41.5277214050293
160,49.2691764831543
161,49.7110710144043
162,48.28512954711914
163,47.76396942138672
164,47.069236755371094
165,29.607574462890625
166,14.89413833618164
167,21.20384979248047
168,18.77075958251953
169,17.676021575927734
170,14.362214088439941
171,12.778279304504395
172,44.69608688354492
173,47.3110237121582
174,44.77593231201172
175,27.37725067138672
